17664.000000	15617.000000	-8447.000000	13057.000000	-8191.000000	-30975.000000	1794.000000	-29694.000000	-28158.000000	30978.000000	3.000000	9984.000000	11265.000000	-12031.000000	10753.000000	-11775.000000	30721.000000	-1278.000000	32257.000000	-31998.000000	-32510.000000	28675.000000	27651.000000	12547.000000	2926315.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
13057.000000	-8191.000000	-31231.000000	1794.000000	-29694.000000	-28670.000000	-32254.000000	3.000000	8704.000000	9985.000000	-12799.000000	9985.000000	-12799.000000	29441.000000	-2558.000000	30721.000000	31746.000000	26626.000000	26883.000000	26371.000000	12547.000000	14642.000000	13874.000000	12851.000000	0.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
99.000000	317.000000	310.000000	479.000000	306.000000	479.000000	643.000000	518.000000	650.000000	655.000000	895.000000	0.000000	287.000000	295.000000	460.000000	295.000000	460.000000	628.000000	501.000000	631.000000	635.000000	868.000000	876.000000	874.000000	1.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
84.000000	317.000000	308.000000	479.000000	307.000000	479.000000	644.000000	519.000000	652.000000	656.000000	898.000000	0.000000	287.000000	295.000000	460.000000	295.000000	460.000000	624.000000	501.000000	632.000000	637.000000	878.000000	878.000000	874.000000	1292636.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
94.000000	323.000000	310.000000	480.000000	307.000000	480.000000	646.000000	519.000000	652.000000	658.000000	899.000000	0.000000	294.000000	300.000000	464.000000	297.000000	466.000000	635.000000	508.000000	638.000000	643.000000	883.000000	882.000000	878.000000	12926365.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
15361.000000	-8447.000000	13057.000000	-8191.000000	-30975.000000	1794.000000	-29694.000000	-28670.000000	-31998.000000	3.000000	8960.000000	10497.000000	-12543.000000	9985.000000	-12543.000000	30209.000000	-2046.000000	30721.000000	32258.000000	26370.000000	27395.000000	26627.000000	12547.000000	14642.000000	26369.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
97.000000	315.000000	308.000000	478.000000	306.000000	479.000000	643.000000	518.000000	651.000000	655.000000	915.000000	0.000000	287.000000	294.000000	460.000000	295.000000	457.000000	624.000000	500.000000	631.000000	636.000000	876.000000	871.000000	871.000000	129.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
-8959.000000	12801.000000	-8447.000000	-31231.000000	1794.000000	-29950.000000	-28926.000000	31746.000000	3.000000	7680.000000	9729.000000	-13311.000000	9985.000000	-14079.000000	28417.000000	-3326.000000	30209.000000	31234.000000	28930.000000	28931.000000	27651.000000	12547.000000	14642.000000	13874.000000	424.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
95.000000	323.000000	310.000000	480.000000	307.000000	480.000000	643.000000	519.000000	652.000000	657.000000	897.000000	0.000000	292.000000	298.000000	463.000000	297.000000	464.000000	630.000000	505.000000	636.000000	641.000000	875.000000	878.000000	875.000000	12926.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
109.000000	324.000000	310.000000	480.000000	307.000000	480.000000	646.000000	519.000000	652.000000	657.000000	900.000000	0.000000	295.000000	300.000000	465.000000	297.000000	466.000000	632.000000	505.000000	636.000000	641.000000	873.000000	880.000000	876.000000	12926469.000000	2 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 242 23 41 24
